year,position,name,team,avg,game_cnt,pa,ab,r,hit,2b,3b,home_run,tb,rbi,sac,sf
2024,내야수,문현빈,한화,0.277,103,289,260,29,72,16,2,5,107,47,1,2
2024,내야수,이도윤,한화,0.277,134,374,336,49,93,10,3,1,112,46,6,3
2024,내야수,김상수,KT,0.276,113,420,369,60,102,18,4,4,140,45,7,1
2024,내야수,박지환,SSG,0.276,76,249,228,33,63,9,2,4,88,21,3,3
2024,내야수,박민,KIA,0.276,16,30,29,5,8,4,0,0,12,2,0,0
2024,내야수,노시환,한화,0.272,136,601,526,88,143,20,2,24,239,89,0,4
2024,내야수,김성진,LG,0.267,14,16,15,1,4,0,0,1,7,2,0,0
2024,내야수,정훈,롯데,0.267,109,325,285,31,76,20,0,9,123,47,1,4
2024,내야수,심우준,KT,0.266,53,192,169,22,45,4,0,3,58,28,5,0
2024,내야수,이학주,롯데,0.263,43,105,95,13,25,2,2,2,37,4,2,0
2024,내야수,박승욱,롯데,0.262,139,468,405,57,106,19,1,7,148,53,3,3
2024,내야수,이재현,삼성,0.260,109,458,389,71,101,18,1,14,163,66,0,3
2024,내야수,황재균,KT,0.260,137,536,493,60,128,22,0,13,189,58,5,2
2024,내야수,류지혁,삼성,0.258,100,348,302,43,78,9,1,3,98,36,5,2
2024,내야수,홍종표,KIA,0.295,100,115,105,27,31,4,3,0,41,11,3,0
2024,내야수,천성호,KT,0.295,75,255,234,41,69,8,3,1,86,17,1,1
2024,내야수,맥키넌,삼성,0.294,72,315,272,28,80,13,0,4,105,36,0,3
2024,내야수,오윤석,KT,0.293,73,201,174,33,51,12,2,6,85,27,3,2
2024,내야수,하주석,한화,0.292,64,151,137,16,40,9,1,1,54,11,2,0
2024,내야수,최정,SSG,0.291,129,550,468,93,136,27,2,37,278,107,0,7
2024,내야수,김태연,한화,0.291,126,472,413,59,120,24,0,12,180,61,6,4
2024,내야수,강백호,KT,0.289,144,614,550,92,159,27,0,26,264,96,0,2
2024,내야수,오선우,KIA,0.286,3,7,7,0,2,0,0,0,2,1,0,0
2024,내야수,황대인,KIA,0.286,3,7,7,1,2,1,0,0,3,3,0,0
2024,내야수,서호철,NC,0.285,141,567,512,68,146,19,3,10,201,61,6,3
2024,내야수,최정원,NC,0.282,65,155,131,33,37,5,0,1,45,14,1,2
2024,내야수,디아즈,삼성,0.282,29,118,110,14,31,5,0,7,57,19,0,0
2024,내야수,강승호,두산,0.280,140,566,521,81,146,34,7,18,248,81,2,4
2024,내야수,신본기,KT,0.279,84,152,122,18,34,3,0,3,46,19,9,2
2024,내야수,이유찬,두산,0.277,103,262,231,39,64,11,0,3,84,23,7,1
2024,내야수,문현빈,한화,0.277,103,289,260,29,72,16,2,5,107,47,1,2
2024,내야수,이도윤,한화,0.277,134,374,336,49,93,10,3,1,112,46,6,3
2024,내야수,김상수,KT,0.276,113,420,369,60,102,18,4,4,140,45,7,1
2024,내야수,박지환,SSG,0.276,76,249,228,33,63,9,2,4,88,21,3,3
2024,내야수,박민,KIA,0.276,16,30,29,5,8,4,0,0,12,2,0,0
2024,내야수,노시환,한화,0.272,136,601,526,88,143,20,2,24,239,89,0,4
2024,내야수,김성진,LG,0.267,14,16,15,1,4,0,0,1,7,2,0,0
2024,내야수,정훈,롯데,0.267,109,325,285,31,76,20,0,9,123,47,1,4
2024,내야수,심우준,KT,0.266,53,192,169,22,45,4,0,3,58,28,5,0
2024,내야수,이학주,롯데,0.263,43,105,95,13,25,2,2,2,37,4,2,0
2024,내야수,박승욱,롯데,0.262,139,468,405,57,106,19,1,7,148,53,3,3
2024,내야수,이재현,삼성,0.260,109,458,389,71,101,18,1,14,163,66,0,3
2024,내야수,황재균,KT,0.260,137,536,493,60,128,22,0,13,189,58,5,2
2024,내야수,류지혁,삼성,0.258,100,348,302,43,78,9,1,3,98,36,5,2
2024,내야수,김휘집,NC,0.258,140,562,488,78,126,24,1,16,200,73,4,8
2024,내야수,최주환,키움,0.257,130,544,482,49,124,23,1,13,188,84,0,9
2024,내야수,한동희,롯데,0.257,14,36,35,1,9,2,0,0,11,3,0,0
2024,내야수,김건희,키움,0.257,83,283,261,27,67,15,0,9,109,38,0,4
2024,내야수,구본혁,LG,0.257,133,389,339,48,87,14,2,2,111,43,4,4
2024,내야수,고영우,키움,0.256,94,290,254,21,65,12,2,0,81,35,4,3
2024,내야수,오지환,LG,0.254,108,428,370,67,94,24,2,10,152,59,2,1
2024,내야수,김영웅,삼성,0.252,126,509,456,65,115,16,3,28,221,79,1,4
2024,내야수,김주원,NC,0.252,134,475,385,61,97,18,2,9,146,49,9,5
2024,내야수,고명준,SSG,0.250,106,366,340,33,85,13,0,11,131,45,0,0
2024,내야수,김규성,KIA,0.250,27,15,12,5,3,1,0,0,4,2,1,0
2024,내야수,최항,롯데,0.250,72,143,132,17,33,3,1,0,38,12,0,0
2024,내야수,원성준,키움,0.250,51,125,112,12,28,5,0,2,39,11,1,2
2024,내야수,전민재,두산,0.246,100,276,248,34,61,5,1,2,74,32,4,3
2024,내야수,양석환,두산,0.246,142,593,533,83,131,25,1,34,260,107,1,3
2024,내야수,오재일,KT,0.243,105,343,296,33,72,18,1,11,125,45,0,9
2024,내야수,최준우,SSG,0.240,18,34,25,2,6,2,0,0,8,5,0,0
2024,내야수,김재상,삼성,0.238,35,91,84,13,20,4,0,2,30,12,1,1
2024,내야수,김인환,한화,0.237,51,143,131,11,31,2,0,1,36,7,0,0
2024,내야수,박병호,삼성,0.231,120,406,350,52,81,7,0,23,157,70,0,2
2024,내야수,김성현,SSG,0.227,71,167,141,21,32,3,1,1,40,15,5,1
2024,내야수,박준영,두산,0.226,65,212,186,25,42,9,2,7,76,28,1,1
2024,내야수,전병우,삼성,0.225,58,128,111,17,25,5,0,5,45,14,0,2
2024,내야수,이영빈,LG,0.222,31,71,63,11,14,2,0,2,22,12,2,2
2024,내야수,권동진,KT,0.222,9,10,9,3,2,0,0,0,2,0,0,0
2024,내야수,김수윤,NC,0.222,9,10,9,0,2,0,0,0,2,0,0,0
2024,내야수,한재환,NC,0.222,7,9,9,1,2,1,0,0,3,1,0,0
2024,내야수,서예일,두산,0.222,24,20,18,2,4,0,0,0,4,1,0,0
2024,내야수,김태진,키움,0.222,81,202,189,26,42,6,3,0,54,10,5,1
2024,내야수,이원석,키움,0.220,39,109,91,5,20,4,0,0,24,8,0,2
2024,내야수,노진혁,롯데,0.219,73,157,137,13,30,6,0,2,42,13,2,2
2024,내야수,안주형,삼성,0.218,82,166,142,24,31,2,0,0,33,8,12,0
2024,내야수,박민석,KT,0.214,20,14,14,6,3,0,0,0,3,0,0,0
2024,내야수,도태훈,NC,0.214,100,181,145,20,31,4,0,0,35,15,4,2
2024,내야수,오영수,NC,0.200,20,34,30,4,6,0,0,3,15,5,0,1
2024,내야수,김민혁,두산,0.200,5,8,5,1,1,0,0,1,4,2,0,0
2024,내야수,박계범,두산,0.200,24,20,15,5,3,1,0,0,4,0,0,0
2024,내야수,김민성,롯데,0.200,35,84,70,6,14,5,0,2,25,8,0,1
2024,내야수,오선진,롯데,0.200,26,29,20,0,4,1,0,0,5,0,5,0
2024,내야수,이창용,삼성,0.190,9,21,21,1,4,1,0,0,5,2,0,0
2024,내야수,이재상,키움,0.190,36,89,84,7,16,1,0,1,20,5,1,0
2024,내야수,최정용,KIA,0.182,6,12,11,0,2,0,0,0,2,1,0,0
2024,내야수,윤준혁,KT,0.176,13,18,17,3,3,2,0,0,5,0,0,0
2024,내야수,양도근,삼성,0.174,16,29,23,5,4,0,1,0,6,2,1,0
2024,내야수,정은원,한화,0.172,27,78,64,10,11,3,1,1,19,6,1,0
2024,내야수,안상현,SSG,0.171,37,75,70,3,12,1,0,0,13,2,1,0
2024,내야수,최경모,SSG,0.171,50,50,35,12,6,0,0,0,6,0,7,0
2024,내야수,김병휘,키움,0.169,28,71,59,6,10,3,0,1,16,3,1,0
2024,내야수,김주성,LG,0.167,12,9,6,1,1,0,0,0,1,0,0,0
2024,내야수,이주찬,롯데,0.167,17,25,24,7,4,1,0,1,8,2,0,0
2024,내야수,신윤후,롯데,0.161,39,35,31,5,5,0,0,0,5,1,1,0
2024,내야수,김정율,LG,0.150,19,22,20,1,3,0,0,0,3,0,0,0
2024,내야수,김주형,키움,0.150,22,25,20,0,3,0,0,0,3,2,1,0
2024,내야수,이호연,KT,0.146,27,43,41,3,6,1,0,0,7,0,1,0
2024,내야수,김웅빈,키움,0.125,12,38,32,2,4,0,0,0,4,2,1,0
2024,내야수,김동진,삼성,0.108,30,42,37,5,4,0,0,1,7,2,2,0
2024,내야수,이승원,키움,0.108,20,41,37,3,4,1,0,0,5,1,2,0
2024,내야수,임지열,키움,0.102,22,57,49,4,5,0,0,1,8,5,0,1
2024,내야수,강한울,삼성,0.095,18,25,21,1,2,0,0,0,2,1,3,1
2024,내야수,전의산,SSG,0.088,34,63,57,3,5,0,0,1,8,3,0,1
2024,내야수,장준원,KT,0.071,17,18,14,1,1,0,0,0,1,0,0,0
2024,내야수,공민규,삼성,0.071,12,17,14,1,1,0,0,1,4,2,0,0
2024,내야수,김호진,삼성,0.069,26,32,29,4,2,0,0,0,2,3,0,1
2024,내야수,송찬의,LG,0.067,10,21,15,2,1,0,0,0,1,1,1,1
2024,내야수,김수인,LG,0.000,4,3,3,0,0,0,0,0,0,0,0,0
2024,내야수,강민성,KT,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2024,내야수,김찬형,SSG,0.000,5,9,9,0,0,0,0,0,0,0,0,0
2024,내야수,김세훈,NC,0.000,7,5,4,0,0,0,0,0,0,0,0,0
2024,내야수,오명진,두산,0.000,2,2,1,0,0,0,0,0,0,1,0,0
2024,내야수,임종성,두산,0.000,1,4,3,0,0,0,0,0,0,0,0,0
2024,내야수,정대선,롯데,0.000,3,2,2,0,0,0,0,0,0,0,0,0
2024,내야수,양우현,삼성,0.000,7,15,13,0,0,0,0,0,0,1,1,0
2024,내야수,한경빈,한화,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2024,내야수,김수환,키움,0.000,2,3,3,0,0,0,0,0,0,0,0,0
2024,내야수,송지후,키움,0.000,2,1,1,1,0,0,0,0,0,0,0,0
2024,내야수,신준우,키움,-,1,0,0,0,0,0,0,0,0,0,0,0
2024,내야수,심휘윤,키움,-,1,0,0,0,0,0,0,0,0,0,0,0
2024,외야수,홍성호,두산,0.286,15,15,14,0,4,2,0,0,6,1,0,0
2024,외야수,윤정빈,삼성,0.286,69,188,161,26,46,4,1,7,73,20,0,2
2024,외야수,최인호,한화,0.286,82,244,210,37,60,13,2,2,83,22,4,2
2024,외야수,손아섭,NC,0.285,84,355,333,45,95,16,0,7,132,50,2,4
2024,외야수,정수빈,두산,0.284,136,608,510,95,145,21,3,4,184,47,10,8
2024,외야수,천재환,NC,0.284,89,236,215,31,61,9,1,5,87,33,3,1
2024,외야수,김재환,두산,0.283,136,552,474,78,134,28,0,29,249,92,0,9
2024,외야수,추신수,SSG,0.281,78,302,253,40,71,14,1,5,102,37,2,6
2024,외야수,최형우,KIA,0.280,116,487,425,67,119,23,2,22,212,109,0,5
2024,외야수,최지훈,SSG,0.275,125,543,483,89,133,22,7,11,202,49,6,2
2024,외야수,오태곤,SSG,0.275,117,288,247,43,68,16,0,9,111,36,6,3
2024,외야수,배정대,KT,0.275,113,473,404,49,111,25,1,7,159,59,8,7
2024,외야수,페라자,한화,0.275,122,522,455,75,125,24,0,24,221,70,0,2
2024,외야수,권광민,한화,0.271,19,51,48,10,13,3,0,4,28,9,0,0
2024,외야수,채은성,한화,0.271,124,498,436,61,118,24,0,20,202,83,0,5
2024,외야수,최원영,LG,0.270,57,41,37,18,10,2,0,1,15,5,0,0
2024,외야수,이주형,키움,0.266,115,537,473,82,126,19,3,13,190,60,0,1
2024,외야수,조수행,두산,0.265,130,382,328,60,87,5,2,0,96,30,14,4
2024,외야수,박해민,LG,0.263,144,553,482,72,127,16,6,6,173,56,5,9
2024,외야수,장진혁,한화,0.263,99,327,289,56,76,16,0,9,119,44,5,1
2024,외야수,이창진,KIA,0.262,103,247,191,36,50,10,0,1,63,18,5,4
2024,외야수,문상철,KT,0.256,125,403,347,50,89,11,0,17,151,58,1,3
2024,외야수,박수종,키움,0.256,80,148,129,23,33,5,1,0,40,6,4,0
2024,외야수,변상권,키움,0.251,77,232,219,16,55,3,1,5,75,21,0,1
2024,외야수,안치영,KT,0.250,31,48,44,12,11,0,0,0,11,3,2,0
2024,외야수,고종욱,KIA,0.250,28,36,32,3,8,2,0,1,13,4,0,0
2024,외야수,조용호,KT,0.248,60,165,149,17,37,5,0,0,42,13,3,0
2024,외야수,하재훈,SSG,0.248,107,317,290,40,72,19,0,10,121,36,2,5
2024,외야수,한석현,NC,0.247,40,76,73,10,18,4,1,0,24,3,0,0
2024,외야수,김성윤,삼성,0.243,32,89,74,15,18,4,0,0,22,6,3,2
2024,외야수,이성규,삼성,0.242,122,355,302,56,73,10,1,22,151,57,4,3
2024,외야수,정현승,SSG,0.241,23,31,29,1,7,0,0,1,10,4,0,0
2024,외야수,임병욱,키움,0.241,42,92,87,14,21,3,0,3,33,10,0,1
2024,외야수,한유섬,SSG,0.235,132,523,464,64,109,29,0,24,210,87,1,3
2024,외야수,박시원,NC,0.234,55,158,141,17,33,5,1,2,46,17,2,1
2024,외야수,이원석,한화,0.233,87,154,133,26,31,4,1,0,37,13,2,1
2024,외야수,정준영,KT,0.226,43,74,62,9,14,2,0,0,16,3,3,0
2024,외야수,김현준,삼성,0.224,79,205,183,23,41,10,1,0,53,11,4,3
2024,외야수,김강민,한화,0.224,41,87,76,5,17,0,0,1,20,7,0,0
2024,외야수,홍현빈,KT,0.222,28,22,18,5,4,0,1,0,6,2,1,0
2024,외야수,유로결,한화,0.222,23,39,36,6,8,1,0,0,9,4,0,0
2024,외야수,이형종,키움,0.216,35,126,102,19,22,3,0,4,37,19,1,0
2024,외야수,송민섭,KT,0.214,36,20,14,8,3,0,0,0,3,1,1,0
2024,외야수,예진원,KIA,0.211,22,21,19,2,4,1,0,0,5,0,0,0
2024,외야수,김민석,롯데,0.211,41,83,76,14,16,3,1,0,21,6,1,0
2024,외야수,이진영,한화,0.204,42,103,93,20,19,6,0,1,28,13,0,0
2024,외야수,김성욱,NC,0.204,129,412,358,55,73,8,2,17,136,60,3,5
2024,외야수,김현종,LG,0.200,17,16,15,8,3,1,0,0,4,2,0,0
2024,외야수,안현민,KT,0.200,16,29,25,5,5,0,1,1,10,2,0,1
2024,외야수,송승환,NC,0.200,3,5,5,1,1,0,0,0,1,0,0,0
2024,외야수,김동혁,롯데,0.200,39,17,15,8,3,0,1,0,5,1,0,0
2024,외야수,김태훈,삼성,0.200,12,21,20,2,4,1,0,0,5,1,0,0
2024,외야수,주성원,키움,0.200,27,62,55,7,11,1,0,1,15,5,1,0
2024,외야수,강진성,SSG,0.185,16,31,27,4,5,0,0,0,5,2,1,0
2024,외야수,박한결,NC,0.185,28,71,65,8,12,1,0,7,34,14,0,0
2024,외야수,안익훈,LG,0.184,37,56,49,8,9,1,0,0,10,3,2,1
2024,외야수,김재혁,삼성,0.184,35,54,49,6,9,2,1,0,13,6,0,2
2024,외야수,김인태,두산,0.174,10,26,23,3,4,0,0,1,7,2,0,1
2024,외야수,장재영,키움,0.168,38,139,119,14,20,3,0,4,35,13,0,0
2024,외야수,최상민,SSG,0.167,43,13,12,9,2,2,0,0,4,1,0,0
2024,외야수,임종찬,한화,0.158,24,64,57,10,9,3,2,0,16,7,0,0
2024,외야수,장두성,롯데,0.156,71,37,32,23,5,0,0,0,5,1,0,0
2024,외야수,이상혁,한화,0.154,43,15,13,13,2,0,0,0,2,0,0,0
2024,외야수,함창건,LG,0.143,15,17,14,3,2,0,0,0,2,0,1,0
2024,외야수,김호령,KIA,0.136,64,67,59,12,8,2,0,1,13,4,0,0
2024,외야수,김대한,두산,0.133,61,89,75,10,10,1,0,1,14,7,2,2
2024,외야수,김건형,KT,0.125,13,25,24,2,3,1,0,0,4,1,0,0
2024,외야수,양찬열,두산,0.125,11,12,8,2,1,0,0,0,1,1,0,0
2024,외야수,김동엽,삼성,0.111,8,21,18,1,2,1,0,0,3,2,0,1
2024,외야수,박주홍,키움,0.102,25,59,49,5,5,2,0,0,7,1,0,0
2024,외야수,김태근,두산,0.087,43,27,23,7,2,0,0,0,2,1,1,0
2024,외야수,최승민,LG,0.077,57,16,13,20,1,0,0,0,1,1,1,0
2024,외야수,김창평,SSG,0.000,6,9,7,1,0,0,0,0,0,0,0,0
2024,외야수,류효승,SSG,0.000,1,2,2,0,0,0,0,0,0,0,0,0
2024,외야수,채현우,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0
2024,외야수,최민창,SSG,0.000,7,3,3,2,0,0,0,0,0,0,0,0
2024,외야수,김범준,NC,0.000,5,5,5,0,0,0,0,0,0,0,0,0
2024,외야수,이선우,롯데,-,7,0,0,1,0,0,0,0,0,0,0,0
2024,외야수,추재현,롯데,-,2,0,0,1,0,0,0,0,0,0,0,0
2024,외야수,류승민,삼성,0.000,5,3,1,1,0,0,0,0,0,0,0,0
2024,외야수,이명기,한화,0.000,4,8,7,0,0,0,0,0,0,1,1,0
2025,포수,조대현,KT,0.187,64,90,75,7,14,4,0,0,18,11,6,0
2025,포수,정보근,롯데,0.186,93,152,129,4,24,4,1,1,33,15,4,0
2025,포수,신범수,SSG,0.182,29,39,33,1,6,1,0,1,10,3,0,0
2025,포수,허인서,한화,0.172,20,30,29,2,5,1,0,0,6,2,0,0
2025,포수,박세혁,NC,0.163,48,93,86,8,14,3,0,2,23,10,0,1
2025,포수,손성빈,롯데,0.145,51,69,62,6,9,0,0,1,12,3,2,0
2025,포수,안중열,NC,0.143,33,60,49,2,7,3,0,0,10,6,1,0
2025,포수,류현준,두산,0.136,17,22,22,2,3,0,0,0,3,1,0,0
2025,포수,김재성,삼성,0.127,43,73,63,3,8,2,0,0,10,4,1,1
2025,포수,박진우,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2025,포수,김성재,두산,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2025,포수,박민준,두산,0.000,7,2,2,0,0,0,0,0,0,0,0,0
2025,포수,박성재,두산,0.000,6,7,7,0,0,0,0,0,0,0,0,0
2025,포수,장승현,두산,0.000,4,2,2,0,0,0,0,0,0,0,0,0
2025,포수,김민석,KT,-,2,0,0,0,0,0,0,0,0,0,0,0
2025,포수,강승구,롯데,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2025,내야수,문보경,LG,0.276,141,607,515,91,142,21,1,24,237,108,0,9
2025,내야수,황재균,KT,0.275,112,424,385,50,106,19,0,7,146,48,1,2
2025,내야수,윤도현,KIA,0.275,40,160,149,24,41,7,2,6,70,17,2,0
2025,내야수,최정원,NC,0.275,91,155,120,40,33,3,0,0,36,11,4,1
2025,내야수,최주환,키움,0.275,120,506,459,45,126,31,1,12,195,74,0,6
2025,내야수,박성한,SSG,0.274,127,538,452,73,124,23,2,7,172,48,2,2
2025,내야수,한태양,롯데,0.274,108,267,230,42,63,14,2,2,87,22,3,0
2025,내야수,황영묵,한화,0.273,117,286,260,40,71,17,1,1,93,22,2,1
2025,내야수,전병우,삼성,0.273,59,97,77,11,21,2,0,1,26,13,0,0
2025,내야수,고승민,롯데,0.271,121,538,469,71,127,21,2,4,164,45,6,4
2025,내야수,노진혁,롯데,0.270,28,69,63,11,17,1,2,1,25,5,0,0
2025,내야수,서호철,NC,0.266,103,292,263,25,70,7,1,3,88,30,10,4
2025,내야수,오선우,KIA,0.265,124,474,437,58,116,17,1,18,189,56,0,0
2025,내야수,석정우,SSG,0.265,27,54,49,3,13,1,0,2,20,4,0,0
2025,내야수,안상현,SSG,0.264,102,289,258,38,68,8,2,6,98,15,9,2
2025,내야수,정현창,KIA,0.263,16,21,19,4,5,0,0,0,5,0,0,0
2025,내야수,박민석,KT,0.263,19,21,19,5,5,1,1,0,8,1,0,0
2025,내야수,박계범,두산,0.263,94,198,175,23,46,9,2,1,62,27,7,1
2025,내야수,오명진,두산,0.263,107,371,331,38,87,14,4,4,121,41,7,3
2025,내야수,이도윤,한화,0.260,113,277,250,37,65,11,3,1,85,36,10,3
2025,내야수,노시환,한화,0.260,144,624,539,97,140,28,2,32,268,101,0,4
2025,내야수,양도근,삼성,0.259,116,198,166,23,43,5,0,0,48,16,11,1
2025,내야수,오윤석,KT,0.256,77,184,156,30,40,8,1,0,50,19,8,1
2025,내야수,이재현,삼성,0.254,139,555,457,82,116,29,1,16,195,67,10,8
2025,내야수,김상수,KT,0.254,113,423,355,42,90,14,0,5,119,47,5,7
2025,내야수,오지환,LG,0.253,127,472,419,57,106,24,1,16,180,62,7,6
2025,내야수,손호영,롯데,0.250,97,375,328,39,82,12,0,4,106,41,11,4
2025,내야수,오태양,NC,0.250,14,13,12,6,3,0,0,0,3,1,0,0
2025,내야수,김병휘,키움,0.250,7,6,4,2,1,0,0,0,1,0,0,0
2025,내야수,김휘집,NC,0.249,142,500,429,64,107,18,2,17,180,56,2,2
2025,내야수,문보경,LG,0.276,141,607,515,91,142,21,1,24,237,108,0,9
2025,내야수,황재균,KT,0.275,112,424,385,50,106,19,0,7,146,48,1,2
2025,내야수,윤도현,KIA,0.275,40,160,149,24,41,7,2,6,70,17,2,0
2025,내야수,최정원,NC,0.275,91,155,120,40,33,3,0,0,36,11,4,1
2025,내야수,최주환,키움,0.275,120,506,459,45,126,31,1,12,195,74,0,6
2025,내야수,박성한,SSG,0.274,127,538,452,73,124,23,2,7,172,48,2,2
2025,내야수,한태양,롯데,0.274,108,267,230,42,63,14,2,2,87,22,3,0
2025,내야수,황영묵,한화,0.273,117,286,260,40,71,17,1,1,93,22,2,1
2025,내야수,전병우,삼성,0.273,59,97,77,11,21,2,0,1,26,13,0,0
2025,내야수,고승민,롯데,0.271,121,538,469,71,127,21,2,4,164,45,6,4
2025,내야수,노진혁,롯데,0.270,28,69,63,11,17,1,2,1,25,5,0,0
