year,position,name,team,avg,game_cnt,pa,ab,r,hit,2b,3b,home_run,tb,rbi,sac,sf
2025,내야수,서호철,NC,0.266,103,292,263,25,70,7,1,3,88,30,10,4
2025,내야수,오선우,KIA,0.265,124,474,437,58,116,17,1,18,189,56,0,0
2025,내야수,석정우,SSG,0.265,27,54,49,3,13,1,0,2,20,4,0,0
2025,내야수,안상현,SSG,0.264,102,289,258,38,68,8,2,6,98,15,9,2
2025,내야수,정현창,KIA,0.263,16,21,19,4,5,0,0,0,5,0,0,0
2025,내야수,박민석,KT,0.263,19,21,19,5,5,1,1,0,8,1,0,0
2025,내야수,박계범,두산,0.263,94,198,175,23,46,9,2,1,62,27,7,1
2025,내야수,오명진,두산,0.263,107,371,331,38,87,14,4,4,121,41,7,3
2025,내야수,이도윤,한화,0.260,113,277,250,37,65,11,3,1,85,36,10,3
2025,내야수,노시환,한화,0.260,144,624,539,97,140,28,2,32,268,101,0,4
2025,내야수,양도근,삼성,0.259,116,198,166,23,43,5,0,0,48,16,11,1
2025,내야수,오윤석,KT,0.256,77,184,156,30,40,8,1,0,50,19,8,1
2025,내야수,이재현,삼성,0.254,139,555,457,82,116,29,1,16,195,67,10,8
2025,내야수,김상수,KT,0.254,113,423,355,42,90,14,0,5,119,47,5,7
2025,내야수,오지환,LG,0.253,127,472,419,57,106,24,1,16,180,62,7,6
2025,내야수,손호영,롯데,0.250,97,375,328,39,82,12,0,4,106,41,11,4
2025,내야수,오태양,NC,0.250,14,13,12,6,3,0,0,0,3,1,0,0
2025,내야수,김병휘,키움,0.250,7,6,4,2,1,0,0,0,1,0,0,0
2025,내야수,김휘집,NC,0.249,142,500,429,64,107,18,2,17,180,56,2,2
2025,내야수,김영웅,삼성,0.249,125,499,446,66,111,22,2,22,203,72,0,3
2025,내야수,양석환,두산,0.248,72,294,262,32,65,16,0,8,105,31,0,3
2025,내야수,정준재,SSG,0.245,132,442,371,58,91,10,3,0,107,25,16,1
2025,내야수,최정,SSG,0.244,95,406,340,54,83,12,0,23,164,63,0,3
2025,내야수,김민성,롯데,0.243,96,254,214,25,52,13,0,3,74,35,2,1
2025,내야수,이호준,롯데,0.242,99,153,132,20,32,7,4,3,56,23,3,1
2025,내야수,이유찬,두산,0.242,89,311,269,36,65,8,1,1,78,16,6,1
2025,내야수,오선진,키움,0.238,99,163,143,15,34,8,0,1,45,19,4,1
2025,내야수,어준서,키움,0.238,116,360,324,48,77,9,1,6,106,27,3,1
2025,내야수,천성호,LG,0.237,83,199,173,24,41,9,2,1,57,17,4,0
2025,내야수,김동준,두산,0.237,36,100,93,8,22,3,0,2,31,10,1,0
2025,내야수,강승호,두산,0.236,115,400,360,51,85,19,3,8,134,37,2,3
2025,내야수,위즈덤,KIA,0.236,119,486,424,73,100,20,1,35,227,85,0,6
2025,내야수,안주형,삼성,0.235,8,18,17,3,4,0,0,1,7,2,0,0
2025,내야수,김규성,KIA,0.233,133,222,193,30,45,4,0,3,58,16,5,1
2025,내야수,김태진,키움,0.233,94,304,279,27,65,11,2,5,95,25,2,3
2025,내야수,오영수,NC,0.232,67,179,155,14,36,5,0,3,50,23,0,0
2025,내야수,심우준,한화,0.231,94,275,247,39,57,9,1,2,74,22,7,1
2025,내야수,전태현,키움,0.231,77,207,182,20,42,5,0,0,47,10,3,2
2025,내야수,나승엽,롯데,0.229,105,392,328,40,75,12,2,9,118,44,3,1
2025,내야수,박준영,두산,0.225,41,126,111,9,25,8,0,1,36,10,1,1
2025,내야수,권동진,KT,0.225,123,309,271,34,61,12,3,1,82,25,6,1
2025,내야수,변우혁,KIA,0.218,47,153,142,11,31,7,0,0,38,17,0,0
2025,내야수,김성현,SSG,0.217,59,137,115,15,25,3,0,1,31,11,4,1
2025,내야수,고영우,키움,0.217,14,26,23,4,5,1,0,0,6,2,1,0
2025,내야수,정훈,롯데,0.216,77,200,185,14,40,11,0,2,57,11,2,0
2025,내야수,문상철,KT,0.214,79,209,173,22,37,6,1,5,60,20,3,3
2025,내야수,염승원,키움,0.211,11,21,19,2,4,0,0,0,4,1,0,1
2025,내야수,이영빈,LG,0.208,44,75,72,12,15,1,1,3,27,9,1,1
2025,내야수,장준원,KT,0.207,73,154,140,10,29,3,0,1,35,11,5,1
2025,내야수,박민,KIA,0.202,71,105,94,11,19,5,0,1,27,6,3,0
2025,내야수,이창용,삼성,0.200,11,17,15,2,3,1,0,1,7,2,0,0
2025,내야수,이해승,삼성,0.200,8,5,5,2,1,0,0,0,1,1,0,0
2025,내야수,김주성,LG,0.200,16,17,15,3,3,0,0,1,6,1,0,0
2025,내야수,손용준,LG,0.200,9,16,15,3,3,0,0,0,3,1,0,0
2025,내야수,김준상,두산,0.200,9,17,15,1,3,1,0,0,4,0,1,0
2025,내야수,홍대인,SSG,0.200,14,5,5,3,1,0,0,0,1,0,0,0
2025,내야수,박병호,삼성,0.199,77,232,196,26,39,5,0,15,89,33,0,2
2025,내야수,최준우,SSG,0.191,78,192,152,17,29,0,0,3,38,22,3,4
2025,내야수,박승욱,롯데,0.190,54,92,84,10,16,3,0,0,19,5,2,0
2025,내야수,황대인,KIA,0.189,18,57,53,3,10,3,0,1,16,8,0,1
2025,내야수,양우현,삼성,0.188,14,16,16,3,3,1,0,0,4,4,0,0
2025,내야수,한재환,NC,0.185,16,31,27,2,5,0,0,0,5,4,0,0
2025,내야수,심재훈,삼성,0.184,31,43,38,8,7,0,0,0,7,2,1,0
2025,내야수,김정율,LG,0.182,13,13,11,0,2,0,0,0,2,1,0,1
2025,내야수,이선우,두산,0.182,10,11,11,0,2,1,0,0,3,0,0,0
2025,내야수,도태훈,NC,0.182,61,98,77,9,14,4,1,1,23,8,6,0
2025,내야수,강진성,키움,0.182,6,13,11,1,2,0,0,0,2,1,0,0
2025,내야수,김찬형,SSG,0.178,44,78,73,4,13,2,0,0,15,5,1,0
2025,내야수,송지후,키움,0.175,33,86,80,5,14,3,0,1,20,8,0,1
2025,내야수,안치홍,한화,0.172,66,196,174,9,30,4,0,2,40,18,4,1
2025,내야수,최정용,KIA,0.167,4,6,6,0,1,0,0,0,1,0,0,0
2025,내야수,문정빈,LG,0.167,21,33,30,5,5,0,0,2,11,4,0,0
2025,내야수,신윤후,롯데,0.167,12,13,12,1,2,0,0,0,2,0,1,0
2025,내야수,최항,롯데,0.167,8,7,6,1,1,0,0,0,1,1,0,0
2025,내야수,권광민,한화,0.167,15,18,18,2,3,1,0,0,4,0,0,0
2025,내야수,홍종표,NC,0.164,62,85,73,16,12,0,0,0,12,3,4,1
2025,내야수,박지환,SSG,0.150,31,68,60,3,9,0,0,0,9,4,3,1
2025,내야수,이원석,키움,0.143,5,8,7,1,1,0,0,0,1,0,0,0
2025,내야수,서건창,KIA,0.136,10,26,22,1,3,1,0,1,7,2,2,0
2025,내야수,여동욱,키움,0.132,28,61,53,6,7,1,0,2,14,2,1,0
2025,내야수,김민혁,두산,0.118,10,21,17,2,2,0,0,1,5,1,0,0
2025,내야수,여동건,두산,0.105,19,21,19,6,2,0,0,0,2,2,0,0
2025,내야수,권혁빈,키움,0.100,22,24,20,1,2,0,0,0,2,1,2,0
2025,내야수,김수윤,SSG,0.091,7,12,11,0,1,0,0,0,1,0,0,0
2025,내야수,김웅빈,키움,0.083,10,31,24,1,2,0,0,0,2,0,1,0
2025,내야수,양현종,키움,0.083,12,14,12,1,1,0,0,0,1,0,0,0
2025,내야수,김인환,한화,0.080,10,26,25,2,2,0,0,1,5,3,0,0
2025,내야수,정해원,KIA,0.075,24,46,40,5,3,0,0,0,3,0,0,0
2025,내야수,윤준혁,KT,0.059,28,18,17,4,1,1,0,0,2,0,1,0
2025,내야수,강민성,KT,0.033,25,36,30,0,1,0,0,0,1,1,0,1
2025,내야수,김호진,삼성,-,1,0,0,0,0,0,0,0,0,0,0,0
2025,내야수,차승준,삼성,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2025,내야수,김재호,두산,-,1,0,0,0,0,0,0,0,0,0,0,0
2025,내야수,오서진,KT,-,3,0,0,0,0,0,0,0,0,0,0,0
2025,내야수,강성우,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0
2025,내야수,이태경,롯데,0.000,2,1,1,0,0,0,0,0,0,0,0,0
2025,내야수,박정현,한화,0.000,2,2,2,0,0,0,0,0,0,0,0,0
2025,내야수,안인산,NC,0.000,4,7,6,0,0,0,0,0,0,1,0,1
2025,내야수,서유신,키움,0.000,6,8,7,0,0,0,0,0,0,0,0,0
2025,내야수,이승원,키움,0.000,1,2,2,0,0,0,0,0,0,0,0,0
2025,외야수,한유섬,SSG,0.273,128,511,455,50,124,24,0,15,193,71,1,2
2025,외야수,플로리얼,한화,0.271,65,285,258,36,70,18,2,8,116,29,0,2
2025,외야수,나성범,KIA,0.268,82,310,261,30,70,16,0,10,116,36,0,1
2025,외야수,김석환,KIA,0.265,47,134,117,14,31,1,2,2,42,16,0,1
2025,외야수,박관우,LG,0.264,39,58,53,12,14,2,0,2,22,13,0,1
2025,외야수,변상권,키움,0.263,12,20,19,2,5,2,0,0,7,4,0,1
2025,외야수,장두성,롯데,0.262,118,284,248,51,65,3,3,0,74,25,7,2
2025,외야수,스티븐슨,KT,0.262,39,168,149,26,39,12,0,3,60,14,1,0
2025,외야수,김태연,한화,0.261,120,340,303,40,79,15,0,3,103,20,6,0
2025,외야수,최인호,한화,0.259,78,159,139,7,36,9,0,2,51,19,1,1
2025,외야수,정수빈,두산,0.258,132,546,462,89,119,16,4,6,161,38,8,4
2025,외야수,이정훈,KT,0.258,59,148,132,20,34,4,0,4,50,14,0,0
2025,외야수,황성빈,롯데,0.256,79,273,246,43,63,4,4,1,78,22,3,2
2025,외야수,카디네스,키움,0.253,86,361,320,33,81,15,1,7,119,42,0,3
2025,외야수,박영빈,NC,0.250,16,5,4,8,1,0,0,0,1,1,0,0
2025,외야수,이우성,NC,0.250,105,337,300,28,75,22,1,3,108,33,1,3
2025,외야수,주성원,키움,0.250,58,174,156,21,39,6,0,1,48,12,0,1
2025,외야수,권희동,NC,0.246,136,456,358,56,88,24,0,6,130,39,8,2
2025,외야수,임지열,키움,0.244,102,417,369,51,90,14,2,11,141,50,1,3
2025,외야수,조수행,두산,0.244,108,140,119,30,29,4,0,0,33,9,7,0
2025,외야수,최원준,NC,0.242,126,449,413,62,100,13,3,6,137,44,2,5
2025,외야수,스톤,키움,0.241,22,93,87,4,21,0,0,2,27,15,0,1
2025,외야수,김재환,두산,0.241,103,407,344,42,83,13,2,13,139,50,0,2
2025,외야수,이주형,키움,0.240,127,514,446,55,107,22,1,11,164,45,3,0
2025,외야수,로하스,KT,0.239,95,384,331,48,79,20,0,14,141,43,0,4
2025,외야수,천재환,NC,0.238,129,294,261,47,62,10,3,6,96,31,6,5
2025,외야수,김태훈,삼성,0.237,51,98,93,4,22,1,0,2,29,8,2,0
2025,외야수,임병욱,키움,0.233,52,140,133,12,31,4,3,2,47,13,1,1
2025,외야수,김민석,두산,0.228,95,247,228,21,52,7,3,1,68,21,2,3
2025,외야수,안치영,KT,0.227,47,56,44,9,10,1,0,1,14,6,4,1
2025,외야수,박주홍,키움,0.226,102,283,248,33,56,11,3,3,82,23,2,2
2025,외야수,김헌곤,삼성,0.225,77,191,173,21,39,6,0,2,51,11,2,1
2025,외야수,김동혁,롯데,0.225,93,114,89,19,20,4,1,0,26,6,4,0
2025,외야수,추재현,두산,0.222,34,87,81,7,18,3,1,1,26,7,2,0
2025,외야수,김동엽,키움,0.222,9,29,27,2,6,2,0,0,8,2,0,0
2025,외야수,함수호,삼성,0.214,6,14,14,1,3,0,0,0,3,1,0,0
2025,외야수,김인태,두산,0.213,106,225,183,17,39,10,1,3,60,25,0,1
2025,외야수,푸이그,키움,0.212,40,172,156,17,33,2,0,6,53,20,0,0
2025,외야수,송찬의,LG,0.211,66,166,147,18,31,9,1,3,51,20,1,1
2025,외야수,장진혁,KT,0.209,86,157,139,19,29,3,1,4,46,19,4,1
2025,외야수,배정대,KT,0.204,99,276,240,25,49,11,2,2,70,28,7,3
2025,외야수,박시원,NC,0.204,52,60,54,12,11,2,0,1,16,4,1,0
2025,외야수,이원석,한화,0.203,129,248,212,60,43,7,0,4,62,24,7,2
2025,외야수,맥브룸,SSG,0.203,22,80,74,8,15,3,0,4,30,11,0,0
2025,외야수,오태곤,SSG,0.201,122,229,194,31,39,6,0,5,60,26,3,1
2025,외야수,김병준,KT,0.200,9,5,5,2,1,0,0,0,1,0,0,0
2025,외야수,이승민,SSG,0.200,2,5,5,0,1,0,0,0,1,0,0,0
2025,외야수,이상혁,한화,0.200,39,12,10,14,2,1,0,0,3,2,1,0
2025,외야수,고승완,NC,0.200,17,11,10,5,2,0,0,0,2,0,0,0
2025,외야수,송승환,NC,0.200,13,15,15,0,3,1,0,0,4,2,0,0
2025,외야수,이형종,키움,0.200,33,82,70,4,14,3,0,2,23,6,2,0
2025,외야수,이성규,삼성,0.198,68,154,126,17,25,5,1,6,50,21,1,2
2025,외야수,김성욱,SSG,0.195,56,132,123,10,24,6,0,2,36,13,1,0
2025,외야수,한석현,NC,0.195,61,138,113,18,22,5,0,3,36,21,4,2
2025,외야수,김대한,두산,0.194,16,37,36,1,7,0,0,1,10,5,0,0
2025,외야수,함창건,LG,0.188,15,36,32,2,6,2,0,0,8,2,0,1
2025,외야수,채현우,SSG,0.188,41,52,48,8,9,1,1,1,15,9,0,1
2025,외야수,윤정빈,삼성,0.175,25,46,40,3,7,1,0,0,8,3,0,2
2025,외야수,원성준,키움,0.174,24,53,46,5,8,1,0,2,15,4,0,0
2025,외야수,임종찬,한화,0.167,17,35,30,2,5,1,0,1,9,2,0,0
2025,외야수,이창진,KIA,0.161,37,113,93,11,15,3,0,1,21,9,1,1
2025,외야수,유로결,한화,0.154,20,16,13,1,2,0,0,0,2,0,2,0
2025,외야수,최상민,SSG,0.143,23,9,7,5,1,0,0,0,1,1,0,0
2025,외야수,하재훈,SSG,0.143,18,61,56,6,8,0,0,3,17,8,0,1
2025,외야수,조세진,롯데,0.143,12,9,7,1,1,0,0,0,1,0,0,0
2025,외야수,박수종,키움,0.143,38,45,42,6,6,0,0,1,9,2,0,0
2025,외야수,장재영,키움,0.143,10,16,14,1,2,0,0,0,2,2,0,0
2025,외야수,홍현빈,삼성,0.125,32,38,32,8,4,2,0,0,6,0,2,0
2025,외야수,유준규,KT,0.118,35,41,34,13,4,2,0,0,6,3,0,0
2025,외야수,박한결,NC,0.118,8,19,17,2,2,0,0,2,8,3,0,0
2025,외야수,최성민,KT,0.105,32,21,19,3,2,0,0,0,2,2,1,0
2025,외야수,박헌,KIA,0.083,8,14,12,0,1,0,0,0,1,0,0,0
2025,외야수,전다민,두산,0.083,22,12,12,5,1,0,0,0,1,0,0,0
2025,외야수,박재현,KIA,0.081,58,69,62,11,5,1,0,0,6,3,0,1
2025,외야수,한승현,롯데,0.059,19,19,17,1,1,0,0,0,1,1,0,1
2025,외야수,김재혁,삼성,0.000,8,4,3,2,0,0,0,0,0,0,0,0
2025,외야수,최승민,LG,0.000,19,6,5,6,0,0,0,0,0,0,0,0
2025,외야수,강현구,두산,0.000,1,2,2,0,0,0,0,0,0,0,0,0
2025,외야수,천현재,두산,0.000,3,3,3,0,0,0,0,0,0,0,0,0
2025,외야수,김건형,KT,0.000,2,1,1,0,0,0,0,0,0,0,0,0
2025,외야수,송민섭,KT,-,3,0,0,0,0,0,0,0,0,0,0,0
2025,외야수,김강민,SSG,-,1,0,0,0,0,0,0,0,0,0,0,0
2025,외야수,김창평,SSG,-,4,0,0,1,0,0,0,0,0,0,0,0
2025,외야수,이정범,SSG,0.000,3,3,3,0,0,0,0,0,0,0,0,0
2025,외야수,임근우,SSG,0.000,3,5,5,0,0,0,0,0,0,0,0,0
2025,외야수,이인한,롯데,-,4,0,0,0,0,0,0,0,0,0,0,0
2025,외야수,이민재,한화,0.000,3,4,4,0,0,0,0,0,0,0,0,0
2025,외야수,김범준,NC,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2026,내야수,강백호,한화,0.273,4,22,22,3,6,1,0,1,10,8,0,0
2026,내야수,전민재,롯데,0.273,4,14,11,1,3,0,0,0,3,2,0,1
2026,내야수,최재영,키움,0.273,4,12,11,2,3,1,0,0,4,2,0,0
2026,내야수,최정원,NC,0.250,4,14,8,0,2,0,0,0,2,1,3,0
2026,내야수,박찬호,두산,0.250,4,19,16,1,4,1,0,0,5,3,1,0
2026,내야수,김태진,키움,0.250,3,4,4,1,1,0,0,0,1,0,0,0
2026,내야수,어준서,키움,0.250,4,19,16,2,4,0,0,0,4,1,0,0
2026,내야수,류현인,KT,0.222,4,10,9,2,2,0,0,0,2,1,0,0
2026,내야수,안재석,두산,0.214,4,16,14,3,3,2,0,0,5,1,0,1
2026,내야수,신민재,LG,0.200,4,19,15,2,3,0,0,0,3,1,0,0
2026,내야수,노시환,한화,0.200,4,22,20,3,4,0,0,0,4,1,0,0
2026,내야수,윤도현,KIA,0.200,4,15,15,1,3,0,0,0,3,0,0,0
2026,내야수,양석환,두산,0.200,4,17,15,3,3,1,0,1,7,2,0,0
2026,내야수,오선우,KIA,0.182,4,12,11,1,2,0,0,1,5,1,0,0
2026,내야수,박지훈,두산,0.182,4,13,11,2,2,0,0,0,2,1,0,0
2026,내야수,김영웅,삼성,0.158,4,19,19,0,3,1,0,0,4,1,0,0
2026,내야수,구본혁,LG,0.143,4,15,14,1,2,0,0,0,2,1,0,0
2026,내야수,박준순,두산,0.143,3,7,7,0,1,0,0,0,1,0,0,0
2026,내야수,김주원,NC,0.118,4,19,17,0,2,1,0,0,3,0,0,0
2026,내야수,서호철,NC,0.100,4,11,10,2,1,1,0,0,2,0,0,0
2026,내야수,이재현,삼성,0.077,4,18,13,3,1,0,0,0,1,1,1,0
2026,내야수,오지환,LG,0.067,4,16,15,0,1,1,0,0,2,3,0,0
2026,내야수,이영빈,LG,0.000,2,1,1,1,0,0,0,0,0,0,0,0
2026,내야수,이도윤,한화,0.000,2,1,1,1,0,0,0,0,0,0,0,0
2026,내야수,최유빈,한화,-,2,0,0,1,0,0,0,0,0,0,0,0
2026,내야수,황영묵,한화,0.000,3,2,1,2,0,0,0,0,0,0,0,0
2026,내야수,정준재,SSG,0.000,4,10,9,1,0,0,0,0,0,0,0,0
2026,내야수,홍대인,SSG,0.000,2,1,1,0,0,0,0,0,0,0,0,0
2026,내야수,심재훈,삼성,0.000,2,1,1,0,0,0,0,0,0,0,0,0
2026,내야수,양우현,삼성,-,1,1,0,0,0,0,0,0,0,0,0,0
2026,내야수,이해승,삼성,-,2,0,0,0,0,0,0,0,0,0,0,0
2026,내야수,전병우,삼성,0.000,2,2,1,0,0,0,0,0,0,0,0,0
2026,내야수,김한별,NC,0.000,3,1,1,0,0,0,0,0,0,1,0,0
2026,내야수,오영수,NC,0.000,3,3,3,0,0,0,0,0,0,0,0,0
2026,내야수,허윤,NC,-,3,0,0,2,0,0,0,0,0,0,0,0
2026,내야수,김민성,롯데,0.000,2,2,1,0,0,0,0,0,0,0,0,0
2026,내야수,박승욱,롯데,-,3,0,0,0,0,0,0,0,0,0,0,0
2026,내야수,이서준,롯데,-,1,0,0,0,0,0,0,0,0,0,0,0
2026,내야수,이호준,롯데,0.000,1,2,2,0,0,0,0,0,0,0,0,0
2026,내야수,김규성,KIA,-,3,1,0,1,0,0,0,0,0,0,0,0
2026,내야수,박민,KIA,0.000,3,5,5,0,0,0,0,0,0,0,0,0
2026,내야수,정현창,KIA,0.000,3,2,2,0,0,0,0,0,0,0,0,0
2026,내야수,오명진,두산,0.000,2,2,2,0,0,0,0,0,0,0,0,0
2026,내야수,이유찬,두산,0.000,3,2,2,0,0,0,0,0,0,0,0,0
2026,내야수,박한결,키움,0.000,3,10,9,0,0,0,0,0,0,0,0,0
2026,내야수,오선진,키움,0.000,4,4,4,1,0,0,0,0,0,0,0,0
2026,외야수,신윤후,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0
2026,외야수,장두성,롯데,0.000,4,5,4,0,0,0,0,0,0,0,1,0
2026,외야수,박재현,KIA,-,3,0,0,1,0,0,0,0,0,0,0,0
2026,외야수,이창진,KIA,0.000,1,2,2,0,0,0,0,0,0,0,0,0
2026,외야수,박수종,키움,-,2,0,0,1,0,0,0,0,0,0,0,0
2026,외야수,이형종,키움,0.000,2,8,4,2,0,0,0,0,0,0,0,0
2026,외야수,함수호,삼성,0.250,4,4,4,0,1,0,0,0,1,1,0,0
2026,외야수,레이예스,롯데,0.250,4,20,16,3,4,0,0,3,13,6,0,0
2026,외야수,손호영,롯데,0.250,4,18,16,5,4,0,0,2,10,2,0,0
2026,외야수,김호령,KIA,0.250,4,19,16,3,4,2,0,0,6,1,0,0
2026,외야수,나성범,KIA,0.235,4,19,17,1,4,0,0,1,7,3,0,0
2026,외야수,카메론,두산,0.231,4,13,13,2,3,2,0,1,8,2,0,0
2026,외야수,김지찬,삼성,0.222,4,15,9,3,2,1,1,0,5,3,0,0
2026,외야수,황성빈,롯데,0.222,4,10,9,1,2,0,0,0,2,0,1,0
2026,외야수,홍창기,LG,0.200,4,19,15,3,3,1,0,0,4,1,0,0
2026,외야수,박해민,LG,0.167,4,15,12,2,2,0,0,0,2,0,1,0
2026,외야수,최지훈,SSG,0.167,4,15,12,3,2,1,0,0,3,0,0,0
2026,외야수,한유섬,SSG,0.167,2,8,6,0,1,0,0,0,1,0,0,0
2026,외야수,김성욱,SSG,0.143,4,8,7,1,1,0,0,0,1,0,0,0
2026,외야수,추재현,키움,0.143,2,7,7,1,1,0,0,0,1,1,0,0
2026,외야수,김재환,SSG,0.071,4,18,14,3,1,0,0,1,4,4,0,1
2026,외야수,송찬의,LG,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2026,외야수,이재원,LG,0.000,3,6,5,0,0,0,0,0,0,0,0,0
2026,외야수,김태연,한화,-,1,0,0,0,0,0,0,0,0,0,0,0
2026,외야수,손아섭,한화,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2026,외야수,이진영,한화,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2026,외야수,최인호,한화,-,1,0,0,0,0,0,0,0,0,0,0,0
2026,외야수,임근우,SSG,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2026,외야수,채현우,SSG,-,2,0,0,1,0,0,0,0,0,0,0,0
2026,외야수,김헌곤,삼성,0.000,2,3,3,0,0,0,0,0,0,0,0,0
2026,외야수,홍현빈,삼성,-,2,0,0,1,0,0,0,0,0,0,0,0
2026,외야수,고준휘,NC,0.000,3,4,3,0,0,0,0,0,0,0,0,0
2026,외야수,천재환,NC,0.000,4,6,4,2,0,0,0,0,0,0,0,0
2026,외야수,배정대,KT,0.000,3,2,2,0,0,0,0,0,0,0,0,0
2026,외야수,안치영,KT,-,3,0,0,1,0,0,0,0,0,0,0,0
2026,외야수,장진혁,KT,0.000,1,1,1,0,0,0,0,0,0,0,0,0
2026,외야수,신윤후,롯데,-,2,0,0,0,0,0,0,0,0,0,0,0
2026,외야수,장두성,롯데,0.000,4,5,4,0,0,0,0,0,0,0,1,0
2026,외야수,박재현,KIA,-,3,0,0,1,0,0,0,0,0,0,0,0
2026,외야수,이창진,KIA,0.000,1,2,2,0,0,0,0,0,0,0,0,0
2026,외야수,박수종,키움,-,2,0,0,1,0,0,0,0,0,0,0,0
2026,외야수,이형종,키움,0.000,2,8,4,2,0,0,0,0,0,0,0,0
